300		
73.5	9	1
80.6	13.4	1
90.6	9.3	1
87.2	5.5	1
95.5	8.4	1
90.1	10.2	1
73.8	8.5	1
76.8	8.3	1
79.7	8.7	1
70.3	11.2	1
65.4	13.2	1
81	9.7	1
77.4	10.2	1
77.5	11.3	1
98.4	11.2	1
86.1	9.1	1
74.5	9.7	1
78.5	9.7	1
78.5	9.4	1
66.2	10.6	1
79.4	8.8	1
76.4	8.8	1
88.7	10.1	1
99.8	9.5	1
81	9.4	1
76.4	9.6	1
83.6	9.2	1
79.3	11.1	1
73.6	7.1	1
86.9	13.5	1
78.5	11.2	1
73.8	10.2	1
69.6	9.2	1
82.9	9.4	1
75.5	8.9	1
49.4	10.5	1
94.4	9.5	1
88.6	7.3	1
98	17.1	0
104.1	11.9	0
87.6	16.1	0
96.1	12.4	0
105.1	18.8	0
88.9	13.9	0
100.1	19.6	0
76.4	9.2	0
104.7	14.7	0
102.1	11.1	0
91.6	11.5	0
80.6	18	0
89.5	12.8	0
91.6	13.6	0
92.6	16.1	0
84.4	13.3	0
108.1	20.3	0
96	18.6	0
79.9	13.6	0
104.6	13	0
102.4	11.4	0
85.4	15.8	0
100.4	18.2	0
94.6	17.8	0
104.7	17.6	0
89.1	15.3	0
105	13.3	0
103.8	11.2	0
105.6	17.6	0
85	13.5	0
104.5	17.3	0
83.6	17.7	0
114.1	18.7	0
81	16.9	0
117.1	12.2	0
77.7	17.6	0
112.3	16	0
98.5	12.7	0
127.2	23.6	0
104.1	12.3	0
94.8	15	0
104.9	10.1	0
101.2	18.9	0
115.8	17.3	0
91.6	16.7	0
102.8	18.3	0
82.6	16.5	0
98.3	15.6	0
92.9	11.8	0
100.8	13	0
103.3	14.8	0
75.5	16.2	0
97.3	18	0
103.2	13.3	0
97	9.9	0
90.3	11.6	0
105.2	13.2	0
93.5	12.8	0
88.3	15.5	0
91.4	10	0
99.3	16	0
89.5	10.3	0
106.8	15.9	0
98.5	15.2	0
89	12.2	0
97.3	18.1	0
99.4	16	0
88.1	21.2	0
85.6	14.6	0
88	15.1	0
117.1	12	0
82.5	12.4	0
95.5	14	0
96.8	14.2	0
97.9	19.3	0
102.6	15.5	0
102.1	17.3	0
102.6	18	0
106.2	21.1	0
92.8	11.8	0
91.5	14	0
72.7	15.6	0
98.7	16.5	0
107.4	15.4	0
96.3	14	0
113.6	15.8	0
78.9	18.8	0
81.3	13.2	0
108	20.6	0
84.1	18.5	0
105.4	18.2	0
95.8	17.9	0
91.3	13.5	0
93.6	15.7	0
108.8	10.9	0
99.6	15.7	0
100.5	18.6	0
101.4	11.2	0
100.2	11.9	0
99.4	13	0
107.3	11.8	0
103.7	13.9	0
91.3	7.1	0
91.9	17.2	0
108.5	15.7	0
97.8	19.6	0
90.4	15.3	0
89.1	15.2	0
103.1	15.9	0
96.5	7	0
98.9	14.5	0
73.5	15.6	0
108.6	19.8	0
107.1	11.8	0
115.3	22.3	0
88.9	16.4	0
98.9	16.9	0
84.6	14.7	0
92.6	14.5	0
111.1	9.6	0
77.4	15.7	0
101.1	15.7	0
87.3	13.9	0
90.4	16.6	0
78	19.2	0
92.1	18.8	0
89.5	13.3	0
86.2	14.3	0
102.5	17	0
72.9	11.5	0
93.8	11.2	0
106.9	12.9	0
96.6	17.3	0
94.1	9.8	0
92.3	15.1	0
107.5	14.3	0
87.4	16.5	0
91.9	11.7	0
82.2	16.7	0
99.9	20.4	0
96.9	18.3	0
104.8	14.8	0
113	11.1	0
99.1	15.6	0
100.9	14.8	0
104.7	16.3	0
98.9	16	0
102.3	16.7	0
100.4	10.6	0
88.9	17	0
